order_id,customer_id,order_date,order_value,category,city
O02811,C0801,2025-02-19,492.47,Staples,Hyderabad
O02812,C0801,2025-01-06,610.33,Fruits & Vegetables,Hyderabad
O02813,C0802,2025-01-20,570.7,Dairy & Eggs,Bangalore
O02814,C0802,2025-03-31,631.42,Bakery,Bangalore
O02815,C0802,2025-03-09,526.84,Staples,Bangalore
O02816,C0802,2025-03-02,694.25,Beverages,Bangalore
O02817,C0803,2025-03-08,414.48,Bakery,Hyderabad
O02818,C0803,2025-02-15,431.78,Beverages,Hyderabad
O02819,C0803,2025-02-17,582.7,Dairy & Eggs,Hyderabad
O02820,C0803,2025-03-08,744.47,Beverages,Hyderabad
O02821,C0803,2025-02-12,675.35,Staples,Hyderabad
O02822,C0803,2025-01-13,577.98,Dairy & Eggs,Hyderabad
O02823,C0804,2025-01-08,732.53,Dairy & Eggs,Hyderabad
O02824,C0804,2024-12-30,596.5,Fruits & Vegetables,Hyderabad
O02825,C0804,2025-04-19,676.38,Dairy & Eggs,Hyderabad
O02826,C0804,2025-03-20,519.98,Bakery,Hyderabad
O02827,C0805,2025-03-31,533.29,Dairy & Eggs,Bangalore
O02828,C0805,2025-04-19,578.87,Staples,Bangalore
O02829,C0805,2025-01-26,520.08,Dairy & Eggs,Bangalore
O02830,C0805,2025-03-09,560.35,Bakery,Bangalore
O02831,C0805,2025-03-10,395.83,Fruits & Vegetables,Bangalore
O02832,C0805,2025-01-27,704.55,Bakery,Bangalore
O02833,C0805,2025-01-09,677.88,Beverages,Bangalore
O02834,C0805,2025-01-05,616.9,Dairy & Eggs,Bangalore
O02835,C0806,2025-04-27,380.47,Dairy & Eggs,Bangalore
O02836,C0806,2025-01-21,487.35,Dairy & Eggs,Bangalore
O02837,C0806,2025-02-27,571.94,Staples,Bangalore
O02838,C0806,2025-03-21,380.89,Bakery,Bangalore
O02839,C0806,2025-03-07,557.69,Staples,Bangalore
O02840,C0806,2025-01-30,451.91,Fruits & Vegetables,Bangalore
O02841,C0807,2025-02-11,785.62,Dairy & Eggs,Hyderabad
O02842,C0807,2025-02-24,644.39,Bakery,Hyderabad
O02843,C0807,2025-02-01,681.95,Bakery,Hyderabad
O02844,C0807,2025-02-18,557.74,Beverages,Hyderabad
O02845,C0807,2025-02-24,490.0,Packaged Grocery,Hyderabad
O02846,C0807,2025-01-29,619.47,Packaged Grocery,Hyderabad
O02847,C0807,2025-04-18,855.01,Beverages,Hyderabad
O02848,C0808,2025-04-01,458.74,Bakery,Hyderabad
O02849,C0808,2025-04-06,724.19,Beverages,Hyderabad
O02850,C0808,2025-01-12,285.7,Fruits & Vegetables,Hyderabad
O02851,C0808,2025-01-15,531.62,Staples,Hyderabad
O02852,C0808,2025-02-06,452.14,Bakery,Hyderabad
O02853,C0809,2025-03-30,618.95,Packaged Grocery,Hyderabad
O02854,C0809,2025-04-10,670.27,Packaged Grocery,Hyderabad
O02855,C0809,2025-04-20,649.47,Dairy & Eggs,Hyderabad
O02856,C0809,2025-03-18,609.67,Dairy & Eggs,Hyderabad
O02857,C0809,2025-02-06,628.6,Fruits & Vegetables,Hyderabad
O02858,C0809,2025-01-17,645.26,Dairy & Eggs,Hyderabad
O02859,C0809,2025-02-01,538.41,Fruits & Vegetables,Hyderabad
O02860,C0810,2025-02-16,659.41,Bakery,Bangalore
O02861,C0810,2025-04-24,630.68,Packaged Grocery,Bangalore
O02862,C0810,2025-04-28,595.78,Packaged Grocery,Bangalore
O02863,C0810,2025-01-23,555.55,Dairy & Eggs,Bangalore
O02864,C0810,2025-03-20,698.43,Bakery,Bangalore
O02865,C0810,2025-01-27,541.0,Staples,Bangalore
O02866,C0810,2025-04-17,629.74,Packaged Grocery,Bangalore
O02867,C0811,2025-03-29,576.81,Fruits & Vegetables,Hyderabad
O02868,C0811,2025-02-01,619.0,Fruits & Vegetables,Hyderabad
O02869,C0811,2025-03-11,449.06,Dairy & Eggs,Hyderabad
O02870,C0811,2025-03-29,559.96,Staples,Hyderabad
O02871,C0812,2025-01-03,618.88,Dairy & Eggs,Bangalore
O02872,C0812,2025-01-18,757.3,Staples,Bangalore
O02873,C0812,2025-04-06,721.5,Staples,Bangalore
O02874,C0812,2025-02-08,574.14,Staples,Bangalore
O02875,C0812,2025-02-19,679.3,Dairy & Eggs,Bangalore
O02876,C0813,2025-02-04,658.69,Staples,Hyderabad
O02877,C0813,2025-01-15,479.79,Staples,Hyderabad
O02878,C0813,2025-03-06,607.97,Beverages,Hyderabad
O02879,C0813,2025-04-15,988.18,Dairy & Eggs,Hyderabad
O02880,C0813,2025-02-11,482.21,Fruits & Vegetables,Hyderabad
O02881,C0814,2024-12-31,785.31,Fruits & Vegetables,Bangalore
O02882,C0814,2025-02-17,539.43,Fruits & Vegetables,Bangalore
O02883,C0814,2025-02-22,470.94,Dairy & Eggs,Bangalore
O02884,C0814,2025-04-13,837.7,Packaged Grocery,Bangalore
O02885,C0815,2025-02-18,620.1,Packaged Grocery,Hyderabad
O02886,C0815,2025-02-16,781.81,Bakery,Hyderabad
O02887,C0815,2025-01-24,552.55,Dairy & Eggs,Hyderabad
O02888,C0815,2024-12-18,690.76,Fruits & Vegetables,Hyderabad
O02889,C0815,2025-03-02,689.33,Packaged Grocery,Hyderabad
O02890,C0815,2025-02-25,439.66,Staples,Hyderabad
O02891,C0816,2025-02-18,745.99,Packaged Grocery,Bangalore
O02892,C0816,2025-04-14,335.2,Staples,Bangalore
O02893,C0816,2025-03-03,486.35,Staples,Bangalore
O02894,C0816,2025-04-19,576.5,Beverages,Bangalore
O02895,C0816,2025-02-01,778.71,Staples,Bangalore
O02896,C0816,2025-01-09,654.46,Beverages,Bangalore
O02897,C0817,2025-02-14,500.68,Bakery,Bangalore
O02898,C0817,2025-01-08,686.67,Bakery,Bangalore
O02899,C0817,2025-02-01,632.66,Fruits & Vegetables,Bangalore
O02900,C0817,2025-03-14,411.83,Bakery,Bangalore
O02901,C0817,2025-04-14,616.62,Fruits & Vegetables,Bangalore
O02902,C0817,2025-04-04,549.38,Bakery,Bangalore
O02903,C0818,2025-03-12,680.98,Beverages,Hyderabad
O02904,C0818,2025-02-20,623.3,Dairy & Eggs,Hyderabad
O02905,C0818,2025-01-24,576.76,Bakery,Hyderabad
O02906,C0819,2025-02-26,630.76,Beverages,Bangalore
O02907,C0819,2025-04-23,645.87,Beverages,Bangalore
O02908,C0819,2025-01-18,374.28,Packaged Grocery,Bangalore
O02909,C0819,2025-01-16,772.49,Bakery,Bangalore
O02910,C0819,2025-02-26,598.85,Fruits & Vegetables,Bangalore
O02911,C0820,2025-02-03,609.71,Packaged Grocery,Hyderabad
O02912,C0820,2025-03-05,639.32,Fruits & Vegetables,Hyderabad
O02913,C0820,2025-03-18,672.27,Bakery,Hyderabad
O02914,C0820,2025-02-17,486.3,Dairy & Eggs,Hyderabad
O02915,C0820,2025-01-30,639.91,Fruits & Vegetables,Hyderabad
O02916,C0820,2025-04-14,532.36,Bakery,Hyderabad
O02917,C0821,2025-02-21,675.58,Bakery,Hyderabad
O02918,C0821,2025-02-14,553.37,Staples,Hyderabad
O02919,C0821,2025-02-27,514.15,Packaged Grocery,Hyderabad
O02920,C0821,2024-12-28,538.17,Fruits & Vegetables,Hyderabad
O02921,C0821,2025-02-11,468.44,Beverages,Hyderabad
O02922,C0821,2025-03-29,737.32,Beverages,Hyderabad
O02923,C0822,2025-01-04,763.4,Staples,Bangalore
O02924,C0822,2025-01-16,506.01,Packaged Grocery,Bangalore
O02925,C0822,2025-04-18,657.8,Dairy & Eggs,Bangalore
O02926,C0822,2025-02-15,687.8,Packaged Grocery,Bangalore
O02927,C0822,2025-04-05,626.88,Packaged Grocery,Bangalore
O02928,C0822,2025-02-12,406.57,Staples,Bangalore
O02929,C0823,2025-02-21,497.45,Staples,Bangalore
O02930,C0823,2025-02-04,648.98,Dairy & Eggs,Bangalore
O02931,C0823,2025-02-25,628.44,Staples,Bangalore
O02932,C0823,2025-02-09,604.82,Dairy & Eggs,Bangalore
O02933,C0823,2025-03-06,419.25,Dairy & Eggs,Bangalore
O02934,C0823,2025-03-26,734.9,Fruits & Vegetables,Bangalore
O02935,C0823,2025-03-03,552.21,Packaged Grocery,Bangalore
O02936,C0823,2025-04-17,547.05,Fruits & Vegetables,Bangalore
O02937,C0824,2025-03-01,485.44,Beverages,Hyderabad
O02938,C0824,2025-02-27,639.69,Beverages,Hyderabad
O02939,C0824,2025-01-15,439.26,Bakery,Hyderabad
O02940,C0824,2025-02-27,815.19,Packaged Grocery,Hyderabad
O02941,C0824,2025-03-31,512.39,Bakery,Hyderabad
O02942,C0824,2025-03-05,556.73,Packaged Grocery,Hyderabad
O02943,C0825,2025-04-04,743.39,Fruits & Vegetables,Hyderabad
O02944,C0825,2025-01-03,607.1,Fruits & Vegetables,Hyderabad
O02945,C0825,2025-01-28,535.61,Bakery,Hyderabad
O02946,C0825,2025-04-03,379.74,Beverages,Hyderabad
O02947,C0825,2025-04-04,584.52,Staples,Hyderabad
O02948,C0826,2025-01-06,564.9,Bakery,Hyderabad
O02949,C0826,2025-03-29,602.41,Bakery,Hyderabad
O02950,C0826,2025-04-11,710.23,Dairy & Eggs,Hyderabad
O02951,C0826,2025-01-06,519.26,Bakery,Hyderabad
O02952,C0826,2025-03-04,591.75,Staples,Hyderabad
O02953,C0827,2025-03-16,502.4,Packaged Grocery,Hyderabad
O02954,C0827,2024-12-30,524.17,Bakery,Hyderabad
O02955,C0827,2025-01-25,493.62,Dairy & Eggs,Hyderabad
O02956,C0827,2025-04-21,680.54,Fruits & Vegetables,Hyderabad
O02957,C0827,2025-04-18,507.13,Dairy & Eggs,Hyderabad
O02958,C0827,2025-01-10,424.28,Staples,Hyderabad
O02959,C0827,2025-02-04,736.89,Packaged Grocery,Hyderabad
O02960,C0828,2025-02-14,484.29,Bakery,Hyderabad
O02961,C0828,2025-04-02,490.64,Fruits & Vegetables,Hyderabad
O02962,C0828,2025-01-14,499.95,Beverages,Hyderabad
O02963,C0828,2025-03-03,697.71,Staples,Hyderabad
O02964,C0828,2025-04-04,703.58,Bakery,Hyderabad
O02965,C0828,2025-01-01,550.74,Dairy & Eggs,Hyderabad
O02966,C0828,2025-04-14,644.13,Staples,Hyderabad
O02967,C0828,2025-01-14,622.24,Beverages,Hyderabad
O02968,C0828,2025-01-16,622.95,Bakery,Hyderabad
O02969,C0829,2025-04-17,669.05,Fruits & Vegetables,Hyderabad
O02970,C0829,2025-03-04,785.2,Dairy & Eggs,Hyderabad
O02971,C0829,2025-04-25,594.9,Beverages,Hyderabad
O02972,C0829,2025-01-28,270.49,Beverages,Hyderabad
O02973,C0829,2025-03-11,492.87,Fruits & Vegetables,Hyderabad
O02974,C0829,2025-01-23,545.88,Staples,Hyderabad
O02975,C0830,2025-02-02,660.7,Beverages,Hyderabad
O02976,C0830,2025-01-09,519.73,Dairy & Eggs,Hyderabad
O02977,C0831,2025-02-06,498.99,Fruits & Vegetables,Hyderabad
O02978,C0831,2025-02-05,819.92,Fruits & Vegetables,Hyderabad
O02979,C0831,2025-02-28,557.01,Beverages,Hyderabad
O02980,C0831,2025-04-12,656.47,Dairy & Eggs,Hyderabad
O02981,C0831,2025-04-16,640.93,Fruits & Vegetables,Hyderabad
O02982,C0832,2025-02-25,537.28,Fruits & Vegetables,Hyderabad
O02983,C0832,2025-03-07,851.69,Fruits & Vegetables,Hyderabad
O02984,C0832,2025-04-02,715.39,Staples,Hyderabad
O02985,C0832,2025-03-06,506.27,Bakery,Hyderabad
O02986,C0832,2025-01-15,653.49,Dairy & Eggs,Hyderabad
O02987,C0832,2025-04-05,501.72,Staples,Hyderabad
O02988,C0833,2025-03-11,415.27,Beverages,Bangalore
O02989,C0833,2025-04-24,596.71,Dairy & Eggs,Bangalore
O02990,C0833,2025-02-17,565.7,Dairy & Eggs,Bangalore
O02991,C0833,2025-02-06,306.12,Fruits & Vegetables,Bangalore
O02992,C0833,2025-02-15,722.19,Dairy & Eggs,Bangalore
O02993,C0833,2025-03-28,600.73,Packaged Grocery,Bangalore
O02994,C0833,2025-04-10,603.6,Dairy & Eggs,Bangalore
O02995,C0833,2025-03-27,562.53,Fruits & Vegetables,Bangalore
O02996,C0834,2025-03-15,659.11,Staples,Bangalore
O02997,C0834,2025-02-17,502.19,Bakery,Bangalore
O02998,C0834,2025-03-04,470.14,Beverages,Bangalore
O02999,C0834,2025-03-08,660.42,Dairy & Eggs,Bangalore
O03000,C0834,2025-01-31,537.32,Staples,Bangalore
O03001,C0835,2025-03-12,708.33,Dairy & Eggs,Hyderabad
O03002,C0835,2025-01-09,632.61,Bakery,Hyderabad
O03003,C0835,2024-12-28,764.68,Bakery,Hyderabad
O03004,C0835,2025-02-25,501.42,Packaged Grocery,Hyderabad
O03005,C0835,2025-01-31,525.63,Fruits & Vegetables,Hyderabad
O03006,C0835,2025-02-02,520.57,Packaged Grocery,Hyderabad
O03007,C0835,2025-03-04,633.71,Staples,Hyderabad
O03008,C0836,2025-03-20,607.29,Beverages,Bangalore
O03009,C0836,2025-02-28,519.39,Staples,Bangalore
O03010,C0836,2025-02-13,796.34,Packaged Grocery,Bangalore
O03011,C0836,2025-03-02,654.24,Packaged Grocery,Bangalore
O03012,C0836,2025-02-26,594.13,Dairy & Eggs,Bangalore
O03013,C0836,2025-03-07,582.46,Packaged Grocery,Bangalore
O03014,C0837,2025-03-08,655.57,Fruits & Vegetables,Hyderabad
O03015,C0837,2025-01-16,653.05,Packaged Grocery,Hyderabad
O03016,C0837,2025-03-21,371.32,Dairy & Eggs,Hyderabad
O03017,C0837,2025-02-05,626.13,Fruits & Vegetables,Hyderabad
O03018,C0837,2025-02-27,562.63,Dairy & Eggs,Hyderabad
O03019,C0837,2025-04-04,661.03,Beverages,Hyderabad
O03020,C0838,2025-01-21,423.97,Fruits & Vegetables,Hyderabad
O03021,C0838,2025-02-02,678.1,Bakery,Hyderabad
O03022,C0838,2025-03-07,501.57,Packaged Grocery,Hyderabad
O03023,C0838,2025-03-22,650.52,Bakery,Hyderabad
O03024,C0839,2025-04-08,632.29,Packaged Grocery,Bangalore
O03025,C0839,2025-02-07,631.69,Bakery,Bangalore
O03026,C0839,2025-03-24,492.81,Staples,Bangalore
O03027,C0839,2025-01-13,534.6,Beverages,Bangalore
O03028,C0839,2025-04-23,663.42,Bakery,Bangalore
O03029,C0839,2025-04-19,528.26,Beverages,Bangalore
O03030,C0839,2024-12-27,472.75,Fruits & Vegetables,Bangalore
O03031,C0839,2025-04-15,561.27,Bakery,Bangalore
O03032,C0840,2025-03-04,485.18,Bakery,Bangalore
O03033,C0840,2025-04-07,482.46,Beverages,Bangalore
O03034,C0840,2025-04-11,543.88,Bakery,Bangalore
O03035,C0840,2025-03-10,536.38,Staples,Bangalore
O03036,C0840,2024-12-22,455.28,Fruits & Vegetables,Bangalore
O03037,C0841,2025-04-15,631.42,Dairy & Eggs,Hyderabad
O03038,C0841,2025-04-03,818.36,Staples,Hyderabad
O03039,C0841,2025-02-20,570.32,Dairy & Eggs,Hyderabad
O03040,C0841,2025-03-26,743.87,Packaged Grocery,Hyderabad
O03041,C0841,2025-01-02,681.16,Beverages,Hyderabad
O03042,C0841,2025-04-16,801.1,Packaged Grocery,Hyderabad
O03043,C0842,2025-03-22,675.56,Beverages,Bangalore
O03044,C0842,2025-01-18,628.72,Bakery,Bangalore
O03045,C0842,2025-03-26,493.45,Beverages,Bangalore
O03046,C0842,2025-03-02,321.05,Fruits & Vegetables,Bangalore
O03047,C0842,2025-04-13,551.34,Beverages,Bangalore
O03048,C0843,2025-01-27,685.62,Beverages,Hyderabad
O03049,C0843,2025-02-20,682.19,Staples,Hyderabad
O03050,C0843,2025-02-19,684.61,Staples,Hyderabad
O03051,C0843,2025-02-20,564.34,Dairy & Eggs,Hyderabad
O03052,C0843,2025-04-11,571.28,Fruits & Vegetables,Hyderabad
O03053,C0843,2025-03-08,680.21,Beverages,Hyderabad
O03054,C0844,2025-04-09,391.45,Fruits & Vegetables,Bangalore
O03055,C0844,2025-02-14,598.13,Dairy & Eggs,Bangalore
O03056,C0844,2025-02-18,587.21,Bakery,Bangalore
O03057,C0844,2025-03-25,470.85,Beverages,Bangalore
O03058,C0845,2025-02-19,449.47,Fruits & Vegetables,Hyderabad
O03059,C0845,2024-12-22,387.18,Dairy & Eggs,Hyderabad
O03060,C0845,2025-03-21,682.58,Bakery,Hyderabad
O03061,C0845,2024-12-28,520.8,Beverages,Hyderabad
O03062,C0845,2025-02-12,615.3,Fruits & Vegetables,Hyderabad
O03063,C0845,2025-03-14,696.09,Bakery,Hyderabad
O03064,C0846,2025-04-06,806.87,Dairy & Eggs,Bangalore
O03065,C0846,2025-02-19,721.33,Dairy & Eggs,Bangalore
O03066,C0846,2025-04-17,440.78,Bakery,Bangalore
O03067,C0846,2025-03-27,565.66,Beverages,Bangalore
O03068,C0846,2025-02-21,715.72,Packaged Grocery,Bangalore
O03069,C0847,2025-03-27,557.71,Dairy & Eggs,Hyderabad
O03070,C0847,2025-03-04,437.1,Fruits & Vegetables,Hyderabad
O03071,C0847,2025-02-26,578.03,Packaged Grocery,Hyderabad
O03072,C0847,2025-03-07,721.8,Staples,Hyderabad
O03073,C0847,2024-12-26,680.07,Bakery,Hyderabad
O03074,C0847,2025-03-30,546.74,Beverages,Hyderabad
O03075,C0848,2025-02-16,522.69,Fruits & Vegetables,Hyderabad
O03076,C0848,2025-01-28,573.26,Dairy & Eggs,Hyderabad
O03077,C0848,2025-04-06,587.53,Fruits & Vegetables,Hyderabad
O03078,C0848,2025-02-06,618.93,Packaged Grocery,Hyderabad
O03079,C0848,2025-03-21,630.71,Dairy & Eggs,Hyderabad
O03080,C0848,2024-12-29,602.27,Beverages,Hyderabad
O03081,C0848,2025-01-21,554.49,Fruits & Vegetables,Hyderabad
O03082,C0849,2024-12-25,529.73,Dairy & Eggs,Bangalore
O03083,C0849,2025-01-06,449.01,Dairy & Eggs,Bangalore
O03084,C0849,2025-03-03,457.54,Packaged Grocery,Bangalore
O03085,C0849,2025-01-13,437.71,Fruits & Vegetables,Bangalore
O03086,C0850,2025-01-18,576.21,Packaged Grocery,Bangalore
O03087,C0850,2025-01-03,653.8,Packaged Grocery,Bangalore
O03088,C0850,2025-01-25,530.97,Fruits & Vegetables,Bangalore
O03089,C0850,2025-04-01,678.75,Dairy & Eggs,Bangalore
O03090,C0851,2025-02-27,542.2,Packaged Grocery,Bangalore
O03091,C0851,2024-12-31,644.8,Fruits & Vegetables,Bangalore
O03092,C0851,2025-04-01,478.87,Beverages,Bangalore
O03093,C0851,2025-03-08,367.85,Bakery,Bangalore
O03094,C0851,2025-02-07,823.88,Bakery,Bangalore
O03095,C0851,2025-04-08,581.54,Fruits & Vegetables,Bangalore
O03096,C0851,2025-01-08,760.08,Packaged Grocery,Bangalore
O03097,C0851,2025-01-06,599.76,Dairy & Eggs,Bangalore
O03098,C0852,2025-01-13,525.61,Packaged Grocery,Bangalore
O03099,C0852,2025-02-19,468.65,Beverages,Bangalore
O03100,C0852,2025-03-16,586.54,Staples,Bangalore
O03101,C0852,2025-02-14,577.05,Packaged Grocery,Bangalore
O03102,C0852,2025-03-10,712.93,Staples,Bangalore
O03103,C0852,2025-03-06,740.72,Beverages,Bangalore
O03104,C0853,2025-01-28,409.77,Dairy & Eggs,Hyderabad
O03105,C0853,2025-03-04,559.25,Dairy & Eggs,Hyderabad
O03106,C0853,2025-01-31,692.74,Fruits & Vegetables,Hyderabad
O03107,C0853,2025-03-25,575.81,Beverages,Hyderabad
O03108,C0854,2025-02-01,629.95,Fruits & Vegetables,Hyderabad
O03109,C0854,2025-03-19,709.59,Bakery,Hyderabad
O03110,C0854,2025-01-01,453.85,Beverages,Hyderabad
O03111,C0854,2025-04-01,562.62,Packaged Grocery,Hyderabad
O03112,C0854,2025-03-04,760.08,Beverages,Hyderabad
O03113,C0854,2025-03-01,670.84,Dairy & Eggs,Hyderabad
O03114,C0855,2025-01-22,488.63,Bakery,Bangalore
O03115,C0855,2025-01-10,717.64,Bakery,Bangalore
O03116,C0855,2025-02-08,788.52,Packaged Grocery,Bangalore
O03117,C0855,2025-04-07,537.71,Fruits & Vegetables,Bangalore
O03118,C0855,2025-02-17,640.75,Staples,Bangalore
O03119,C0856,2025-02-05,513.23,Bakery,Bangalore
O03120,C0856,2025-03-20,554.46,Fruits & Vegetables,Bangalore
O03121,C0856,2025-01-13,543.39,Dairy & Eggs,Bangalore
O03122,C0856,2025-03-20,706.81,Beverages,Bangalore
O03123,C0856,2025-04-10,676.86,Bakery,Bangalore
O03124,C0857,2025-04-16,642.14,Packaged Grocery,Hyderabad
O03125,C0857,2025-01-06,600.15,Beverages,Hyderabad
O03126,C0857,2025-01-21,728.73,Fruits & Vegetables,Hyderabad
O03127,C0857,2025-01-15,540.34,Packaged Grocery,Hyderabad
O03128,C0857,2025-03-29,659.4,Beverages,Hyderabad
O03129,C0857,2024-12-20,577.96,Fruits & Vegetables,Hyderabad
O03130,C0858,2025-01-13,635.95,Staples,Hyderabad
O03131,C0858,2025-02-04,488.53,Fruits & Vegetables,Hyderabad
O03132,C0858,2025-01-02,659.39,Packaged Grocery,Hyderabad
O03133,C0858,2024-12-30,546.76,Beverages,Hyderabad
O03134,C0858,2025-03-02,678.04,Staples,Hyderabad
O03135,C0858,2025-01-04,510.65,Staples,Hyderabad
O03136,C0858,2025-01-18,721.6,Dairy & Eggs,Hyderabad
O03137,C0858,2025-03-25,680.39,Packaged Grocery,Hyderabad
O03138,C0859,2025-02-12,699.7,Dairy & Eggs,Hyderabad
O03139,C0859,2025-03-08,521.0,Bakery,Hyderabad
O03140,C0859,2025-04-13,663.48,Packaged Grocery,Hyderabad
O03141,C0859,2025-02-20,679.13,Staples,Hyderabad
O03142,C0859,2025-01-24,509.8,Bakery,Hyderabad
O03143,C0859,2025-03-03,667.55,Bakery,Hyderabad
O03144,C0859,2025-02-25,731.22,Bakery,Hyderabad
O03145,C0860,2024-12-25,551.08,Beverages,Bangalore
O03146,C0860,2025-03-04,664.66,Dairy & Eggs,Bangalore
O03147,C0860,2025-01-31,430.74,Packaged Grocery,Bangalore
O03148,C0860,2025-04-14,538.39,Bakery,Bangalore
O03149,C0860,2025-04-04,569.25,Beverages,Bangalore
O03150,C0860,2025-02-21,587.51,Fruits & Vegetables,Bangalore
O03151,C0861,2025-03-17,928.32,Beverages,Bangalore
O03152,C0861,2025-04-16,647.67,Staples,Bangalore
O03153,C0861,2025-03-17,440.63,Fruits & Vegetables,Bangalore
O03154,C0861,2025-04-13,569.25,Staples,Bangalore
O03155,C0861,2025-01-27,400.55,Fruits & Vegetables,Bangalore
O03156,C0862,2025-04-05,735.08,Dairy & Eggs,Bangalore
O03157,C0862,2024-12-29,474.35,Packaged Grocery,Bangalore
O03158,C0862,2025-02-01,370.45,Packaged Grocery,Bangalore
O03159,C0862,2025-01-20,593.62,Bakery,Bangalore
O03160,C0862,2025-02-02,579.07,Staples,Bangalore
O03161,C0862,2025-03-28,580.76,Beverages,Bangalore
O03162,C0862,2024-12-31,580.67,Fruits & Vegetables,Bangalore
O03163,C0863,2025-02-11,710.4,Bakery,Bangalore
O03164,C0863,2025-02-25,637.46,Bakery,Bangalore
O03165,C0863,2025-02-14,600.95,Dairy & Eggs,Bangalore
O03166,C0863,2025-01-02,602.02,Packaged Grocery,Bangalore
O03167,C0863,2025-01-01,811.77,Beverages,Bangalore
O03168,C0863,2025-01-19,416.88,Fruits & Vegetables,Bangalore
O03169,C0864,2025-04-17,668.3,Staples,Hyderabad
O03170,C0864,2025-03-20,783.37,Dairy & Eggs,Hyderabad
O03171,C0864,2025-02-13,572.1,Bakery,Hyderabad
O03172,C0864,2025-02-17,429.26,Packaged Grocery,Hyderabad
O03173,C0864,2025-03-13,429.73,Bakery,Hyderabad
O03174,C0864,2025-03-03,316.42,Staples,Hyderabad
O03175,C0865,2025-02-28,721.51,Bakery,Hyderabad
O03176,C0865,2025-04-04,710.59,Beverages,Hyderabad
O03177,C0865,2025-03-04,603.19,Fruits & Vegetables,Hyderabad
O03178,C0865,2025-02-07,523.78,Staples,Hyderabad
O03179,C0866,2025-04-07,391.6,Packaged Grocery,Hyderabad
O03180,C0866,2025-04-23,618.51,Dairy & Eggs,Hyderabad
O03181,C0866,2025-03-10,341.6,Dairy & Eggs,Hyderabad
O03182,C0866,2025-03-11,579.04,Staples,Hyderabad
O03183,C0866,2025-02-16,546.6,Staples,Hyderabad
O03184,C0866,2025-04-05,607.41,Packaged Grocery,Hyderabad
O03185,C0866,2025-01-31,559.0,Staples,Hyderabad
O03186,C0867,2025-01-10,431.98,Fruits & Vegetables,Bangalore
O03187,C0867,2024-12-21,351.72,Staples,Bangalore
O03188,C0867,2025-02-15,483.22,Staples,Bangalore
O03189,C0867,2025-03-25,674.94,Beverages,Bangalore
O03190,C0868,2025-03-07,428.55,Beverages,Hyderabad
O03191,C0868,2025-01-31,601.6,Fruits & Vegetables,Hyderabad
O03192,C0868,2025-01-01,540.65,Staples,Hyderabad
O03193,C0868,2025-03-31,600.36,Bakery,Hyderabad
O03194,C0868,2024-12-22,756.36,Staples,Hyderabad
O03195,C0869,2024-12-21,242.06,Staples,Hyderabad
O03196,C0869,2025-01-06,601.62,Dairy & Eggs,Hyderabad
O03197,C0869,2025-01-14,836.49,Bakery,Hyderabad
O03198,C0869,2025-01-11,847.51,Fruits & Vegetables,Hyderabad
O03199,C0869,2025-01-29,534.73,Packaged Grocery,Hyderabad
O03200,C0869,2025-04-03,774.3,Bakery,Hyderabad
O03201,C0870,2025-01-02,652.95,Fruits & Vegetables,Hyderabad
O03202,C0870,2025-01-20,593.66,Bakery,Hyderabad
O03203,C0870,2025-03-02,694.47,Beverages,Hyderabad
O03204,C0870,2025-03-25,706.94,Dairy & Eggs,Hyderabad
O03205,C0870,2025-03-18,399.42,Dairy & Eggs,Hyderabad
O03206,C0870,2025-03-25,590.11,Staples,Hyderabad
O03207,C0871,2025-04-15,379.08,Beverages,Bangalore
O03208,C0871,2025-04-23,457.18,Dairy & Eggs,Bangalore
O03209,C0871,2025-04-22,450.66,Dairy & Eggs,Bangalore
O03210,C0871,2025-01-02,786.97,Beverages,Bangalore
O03211,C0871,2025-02-16,586.81,Fruits & Vegetables,Bangalore
O03212,C0871,2025-03-14,656.78,Staples,Bangalore
O03213,C0872,2025-03-21,457.1,Packaged Grocery,Hyderabad
O03214,C0872,2025-03-02,521.82,Beverages,Hyderabad
O03215,C0872,2024-12-22,519.03,Fruits & Vegetables,Hyderabad
O03216,C0872,2025-02-19,556.44,Bakery,Hyderabad
O03217,C0872,2025-01-26,547.24,Fruits & Vegetables,Hyderabad
O03218,C0872,2025-03-31,612.3,Beverages,Hyderabad
O03219,C0872,2025-03-09,693.62,Fruits & Vegetables,Hyderabad
O03220,C0873,2025-01-11,832.58,Packaged Grocery,Hyderabad
O03221,C0873,2025-03-08,481.13,Staples,Hyderabad
O03222,C0873,2025-03-12,801.26,Packaged Grocery,Hyderabad
O03223,C0873,2025-04-17,680.66,Beverages,Hyderabad
O03224,C0873,2025-02-12,587.83,Beverages,Hyderabad
O03225,C0873,2025-02-21,724.72,Packaged Grocery,Hyderabad
O03226,C0874,2025-02-13,644.67,Bakery,Hyderabad
O03227,C0874,2024-12-30,661.41,Fruits & Vegetables,Hyderabad
O03228,C0874,2025-04-24,533.49,Packaged Grocery,Hyderabad
O03229,C0874,2025-03-06,572.6,Fruits & Vegetables,Hyderabad
O03230,C0874,2025-04-11,688.05,Dairy & Eggs,Hyderabad
O03231,C0874,2025-02-17,623.71,Staples,Hyderabad
O03232,C0874,2025-01-02,481.99,Fruits & Vegetables,Hyderabad
O03233,C0875,2025-01-21,709.05,Fruits & Vegetables,Bangalore
